w/c,f/c,c/f,Compressive Strength (MPa)
0.689530686,0.884297521,0.323598131,26.2753
0.689530686,0.884297521,0.323598131,26.2753
0.689530686,0.884297521,0.323598131,26.2753
0.779527559,0.891528926,0.294322132,23.9815
0.779527559,0.891528926,0.294322132,23.9815
0.779527559,0.891528926,0.294322132,23.9815
0.779527559,0.891528926,0.294322132,23.9815
0.628664495,0.838842975,0.378078818,28.0592
0.628664495,0.838842975,0.378078818,28.0592
0.628664495,0.838842975,0.378078818,28.0592
0.628664495,0.838842975,0.378078818,28.0592
0.628664495,0.838842975,0.378078818,28.0592
0.81779661,0.914256198,0.266666667,20.7556
0.9,0.751111111,0.236686391,19.8973
0.9,0.751111111,0.236686391,19.8973
0.804444444,0.748427673,0.270108043,19.213
0.804444444,0.748427673,0.270108043,19.213
0.566153846,0.736594544,0.415070243,33.7865
0.566153846,0.736594544,0.415070243,33.7865
0.665454545,0.742647059,0.340346535,25.1638
0.665454545,0.742647059,0.340346535,25.1638
0.613333333,0.739534884,0.377358491,26.5204
0.613333333,0.739534884,0.377358491,26.5204
0.496,0.730250482,0.494722955,37.3869
0.496,0.730250482,0.494722955,37.3869
0.4675,0.726829268,0.536912752,41.2835
0.4675,0.726829268,0.536912752,41.2835
0.728,0.745454545,0.304878049,21.6244
0.728,0.745454545,0.304878049,21.6244
0.531428571,0.733333333,0.454545455,34.135
0.531428571,0.733333333,0.454545455,34.135
1,0.653933984,0.323015873,25.3361
0.813349321,0.710004092,0.360466792,25.4833
1.222929936,0.835150738,0.200972862,13.8494
1.44019816,0.77022021,0.188777555,14.1539
1.220023981,0.709922099,0.240831649,24.2381
1.659869494,0.835003131,0.153230846,13.6498
1.106579663,0.834028357,0.229875,21.8491
1.882352941,1.062006764,0.108280255,13.6114
1.882352941,1.062006764,0.108280255,13.6114
1.659869494,0.835003131,0.153230846,13.6498
1.220023981,0.709922099,0.240831649,24.2381
0.96,0.835094261,0.2480774,22.89
1.879039705,0.904924323,0.127561837,13.6927
0.666557484,0.653615082,0.483835182,31.6768
1.879039705,0.904924323,0.127561837,13.6927
1.655172414,0.980325346,0.130059424,13.6205
1.44019816,0.77022021,0.188777555,14.1539
1.222929936,0.835150738,0.200972862,13.8494
1.443609023,0.904895407,0.158484271,13.958
0.813349321,0.710004092,0.360466792,25.4833
1.10982659,0.904942966,0.201914099,22.0994
1,0.770165627,0.268118978,24.8904
1,0.770165627,0.268118978,24.8904
1.254901961,1.06204955,0.162230941,13.1226
0.666666667,0.770171674,0.401225968,30.1341
0.666557484,0.653615082,0.483835182,31.6768
0.813559322,0.770203578,0.31504472,23.9783
1.10982659,0.904942966,0.201914099,22.0994
0.95990566,0.770495172,0.282666667,23.1535
0.813559322,0.770203578,0.31504472,23.9783
1.106579663,0.834028357,0.229875,21.8491
1.220023981,0.709922099,0.240831649,24.2381
1.882352941,1.062006764,0.108280255,13.6114
0.666666667,0.770171674,0.401225968,30.1341
0.95990566,0.770495172,0.282666667,23.1535
1.882352941,1.062006764,0.108280255,13.6114
1.10982659,0.904942966,0.201914099,22.0994
1.106579663,0.834028357,0.229875,21.8491
1.443609023,0.904895407,0.158484271,13.958
1,0.770165627,0.268118978,24.8904
1.443609023,0.904895407,0.158484271,13.958
0.666557484,0.653615082,0.483835182,31.6768
0.813559322,0.770203578,0.31504472,23.9783
1.879039705,0.904924323,0.127561837,13.6927
1.222929936,0.835150738,0.200972862,13.8494
0.666666667,0.770171674,0.401225968,30.1341
0.95990566,0.770495172,0.282666667,23.1535
0.95990566,0.770495172,0.282666667,23.1535
1.254901961,1.06204955,0.162230941,13.1226
0.813559322,0.770203578,0.31504472,23.9783
1.655172414,0.980325346,0.130059424,13.6205
1.106579663,0.834028357,0.229875,21.8491
1.879039705,0.904924323,0.127561837,13.6927
1,0.653933984,0.323015873,25.3361
1,0.653933984,0.323015873,25.3361
1.443609023,0.904895407,0.158484271,13.958
0.666666667,0.770171674,0.401225968,30.1341
0.96,0.835094261,0.2480774,22.89
0.96,0.835094261,0.2480774,22.89
0.813349321,0.710004092,0.360466792,25.4833
1.659869494,0.835003131,0.153230846,13.6498
1.254901961,1.06204955,0.162230941,13.1226
0.96,0.835094261,0.2480774,22.89
1.655172414,0.980325346,0.130059424,13.6205
1.10982659,0.904942966,0.201914099,22.0994
0.813349321,0.710004092,0.360466792,25.4833
0.666557484,0.653615082,0.483835182,31.6768
1,0.770165627,0.268118978,24.8904
1.222929936,0.835150738,0.200972862,13.8494
1.254901961,1.06204955,0.162230941,13.1226
1.44019816,0.77022021,0.188777555,14.1539
1.655172414,0.980325346,0.130059424,13.6205
1.44019816,0.77022021,0.188777555,14.1539
1.659869494,0.835003131,0.153230846,13.6498
1.220023981,0.709922099,0.240831649,24.2381
1,0.653933984,0.323015873,25.3361
0.619354839,0.820158103,0.373493976,28.1667
0.619354839,0.820158103,0.373493976,28.1667
0.619354839,0.820158103,0.373493976,28.1667
0.619354839,0.820158103,0.373493976,28.1667
0.619354839,0.820158103,0.373493976,28.1667
0.580060423,0.80097561,0.40316687,33.3937
0.580060423,0.80097561,0.40316687,33.3937
0.580060423,0.80097561,0.40316687,33.3937
0.580060423,0.80097561,0.40316687,33.3937
0.580060423,0.80097561,0.40316687,33.3937
0.550143266,0.766098485,0.431396786,33.8356
0.550143266,0.766098485,0.431396786,33.8356
0.550143266,0.766098485,0.431396786,33.8356
0.550143266,0.766098485,0.431396786,33.8356
0.550143266,0.766098485,0.431396786,33.8356
0.781512605,0.705093834,0.301647655,17.7585
0.781512605,0.705093834,0.301647655,17.7585
0.628378378,0.705504587,0.384915475,24.849
0.628378378,0.705504587,0.384915475,24.849
0.626262626,0.705769231,0.404632153,29.5698
0.4,0.770299145,0.665742025,45.27
0.4,0.770299145,0.665742025,45.27
0.468513854,0.705769231,0.540871935,36.9957
0.661921708,0.701086957,0.363049096,22.869
0.658362989,0.701086957,0.363049096,22.9749
0.4,0.544888889,0.815660685,45.6684
0.4,0.544888889,0.815660685,45.6684
0.4,0.544888889,0.815660685,45.6684
0.4,0.544888889,0.815660685,45.6684
0.4,0.544888889,0.815660685,45.6684
0.32037037,0.544888889,0.88091354,67.0746
0.32037037,0.544888889,0.88091354,67.0746
0.32037037,0.544888889,0.88091354,67.0746
0.32037037,0.544888889,0.88091354,67.0746
0.32037037,0.544888889,0.88091354,67.0746
0.32037037,0.544888889,0.88091354,67.0746
0.58,0.795687885,0.451612903,28.9289
0.58,0.795687885,0.451612903,28.9289
0.58,0.795687885,0.451612903,28.9289
0.58,0.795687885,0.451612903,28.9289
0.58,0.795687885,0.451612903,28.9289
0.58,0.795687885,0.451612903,28.9289
0.483116883,0.789855072,0.504587156,33.423
0.483116883,0.789855072,0.504587156,33.423
0.483116883,0.789855072,0.504587156,33.423
0.483116883,0.789855072,0.504587156,33.423
0.483116883,0.789855072,0.504587156,33.423
0.580060423,0.843558282,0.401212121,32.3202
0.580060423,0.843558282,0.401212121,32.3202
0.550143266,0.769818529,0.433002481,33.2942
0.580060423,0.843558282,0.401212121,32.3202
0.486910995,0.70582617,0.51691475,37.1753
0.486910995,0.70582617,0.51691475,37.1753
0.486910995,0.705670567,0.487244898,26.5808
0.661921708,0.701086957,0.363049096,22.869
0.545722714,0.705332086,0.449602122,32.0357
0.545722714,0.705332086,0.449602122,32.0357
0.627118644,0.719363891,0.383615085,25.8731
0.627118644,0.719363891,0.383615085,25.8731
0.777310924,0.705724508,0.301647655,17.7949
0.648648649,0.705069124,0.386928105,23.4389
0.648648649,0.705069124,0.386928105,23.4389
0.648648649,0.705069124,0.386928105,23.4389
0.580060423,0.938566553,0.401212121,34.1128
0.580060423,0.843558282,0.401212121,32.3202
0.580060423,0.843558282,0.401212121,32.3202
0.580060423,0.843558282,0.401212121,32.3202
0.550143266,0.769818529,0.433002481,33.2942
0.550143266,0.769818529,0.433002481,33.2942
0.550143266,0.769818529,0.433002481,33.2942
0.550143266,0.769818529,0.433002481,33.2942
0.550143266,0.769818529,0.433002481,33.2942
0.67218543,0.838809035,0.369645043,26.373
0.67218543,0.838809035,0.369645043,26.373
0.36,0.544888889,0.856443719,55.2955
0.4,0.544888889,0.815660685,45.6684
0.4,0.544888889,0.815660685,45.6684
0.4,0.544888889,0.815660685,45.6684
0.32037037,0.544888889,0.88091354,67.0746
0.734126984,0.705670567,0.321428571,19.8406
0.734126984,0.705670567,0.321428571,19.8406
0.545722714,0.711320755,0.449602122,32.6466
0.488549618,0.806382979,0.518469657,38.5171
0.488549618,0.806382979,0.518469657,38.5171
0.488549618,0.806382979,0.518469657,38.5171
0.484293194,0.70582617,0.51691475,37.887
0.484293194,0.70582617,0.51691475,37.887
0.738095238,0.705670567,0.321428571,19.787
0.734126984,0.705670567,0.321428571,19.8406
0.619354839,0.87628866,0.364705882,28.0526
0.619354839,0.87628866,0.364705882,28.0526
0.619354839,0.87628866,0.364705882,28.0526
0.619354839,0.87628866,0.364705882,28.0526
0.619354839,0.87628866,0.364705882,28.0526
0.36,0.544888889,0.856443719,55.2955
0.36,0.544888889,0.856443719,55.2955
0.36,0.544888889,0.856443719,55.2955
0.36,0.544888889,0.856443719,55.2955
0.36,0.544888889,0.856443719,55.2955
0.36,0.544888889,0.856443719,55.2955
0.630434783,0.821355236,0.4025,27.3404
0.630434783,0.821355236,0.4025,27.3404
0.630434783,0.821355236,0.4025,27.3404
0.67218543,0.838809035,0.369645043,26.373
0.465994962,0.705769231,0.540871935,38.2355
0.4,0.770299145,0.665742025,45.27
0.279693487,1,0.582589286,68.8644
0.279693487,1,0.582589286,68.8644
0.769230769,0.752212389,0.401470588,29.0407
1.104938272,0.88424821,0.218623482,23.0555
1.428571429,0.712892741,0.234042553,12.299
1.37414966,0.963953488,0.177322075,13.4516
1.105263158,0.736228814,0.218705036,16.1082
0.541935484,0.712253829,0.476190476,38.1725
1.097222222,0.895015907,0.170616114,19.0017
0.703947368,0.806703911,0.421052632,28.6825
0.50802139,0.720631787,0.512328767,38.2986
1.100628931,0.755508919,0.220833333,19.7029
1.307189542,0.682634731,0.223684211,13.9958
0.541935484,0.879649891,0.385572139,36.8501
0.642622951,0.735140772,0.432624113,29.2926
1.105960265,0.7790111,0.195595855,16.4312
1.225352113,0.889014723,0.18089172,15.492
0.674496644,0.746013667,0.454961832,31.6578
0.591900312,0.889655172,0.414728682,33.7791
0.521857923,0.91868932,0.48348745,36.6738
0.614285714,0.975757576,0.347826087,37.3524
0.76984127,0.983233533,0.306942753,26.5448
1.103030303,0.712609971,0.226337449,23.1157
1.153846154,0.68297456,0.223495702,16.4649
1.26875,0.856453559,0.225352113,20.4071
0.624161074,0.927189989,0.365644172,33.11
0.660377358,0.855981417,0.431478969,32.502
0.655052265,0.769911504,0.412356322,31.1945
0.533742331,0.89569161,0.412658228,47.3376
0.542134831,0.971285893,0.457583548,34.7479
1.356060606,0.848904268,0.179347826,15.0936
0.577639752,0.74553102,0.45416079,37.8269
1.103658537,0.996466431,0.193853428,21.6293
0.541401274,0.846486486,0.401021711,43.3248
0.566978193,0.896551724,0.411538462,39.22
1.692857143,0.754890679,0.213414634,13.4308
0.614583333,0.912995595,0.347406514,34.0859
0.704697987,0.845454545,0.400537634,28.0038
0.735849057,0.948379352,0.335443038,28.0598
1.05,0.655862726,0.23255814,23.54
1.102409639,0.962747381,0.200725514,24.8877
0.652173913,0.882758621,0.359375,34.2449
0.608695652,0.993887531,0.396063961,31.731
1.295302013,0.874439462,0.191025641,13.072
1.106918239,0.796969697,0.201520913,17.7566
0.770114943,0.880787037,0.342969777,27.4291
1.042194093,0.814771395,0.341007194,24.7363
0.568690096,0.68762475,0.454281567,39.1968
1.24516129,0.665711557,0.222381636,13.4286
1.383561644,1.054413543,0.167431193,13.1956
0.746621622,0.94993895,0.380462725,28.348
1.473684211,0.83772392,0.167295597,13.6613
0.568690096,0.950403691,0.379854369,38.6897
1.210526316,0.822580645,0.18627451,14.0636
1.163398693,0.68762475,0.222060958,15.4264
1.428571429,0.822052402,0.185922975,13.256
1.181208054,1.054309327,0.166853303,15.7222
0.706666667,0.829157175,0.412087912,28.1002
1.163398693,0.950403691,0.185679612,15.1908
1.067567568,0.828343313,0.178313253,19.2856
0.610429448,0.988764045,0.411616162,32.9393
1.163398693,0.822,0.186131387,15.4113
0.744274809,0.818994413,0.357435198,27.7169
1.392405063,0.793986637,0.221598878,12.7009
1.105960265,0.631284916,0.222713864,16.4372
0.728937729,0.818474758,0.358267717,26.988
1.228187919,0.818467996,0.191025641,14.8605
1.335664336,0.664943123,0.222395023,14.6758
0.657692308,0.81517094,0.340760157,35.5089
0.568690096,0.827699019,0.412384717,38.3392
0.591549296,0.818556701,0.35768262,35.5222
0.541666667,0.828600406,0.41126071,41.3307
1.248275862,0.829417773,0.178571429,15.0951
1.16,0.631431244,0.222222222,16.4962
1.333333333,0.988943489,0.178881988,13.4977
0.589123867,0.988902589,0.412718204,33.6706
1.24516129,0.665711557,0.222381636,13.4286
1.24516129,0.989737742,0.178571429,11.9302
1.333333333,0.837669095,0.167701863,15.012
0.669172932,0.818681319,0.35704698,33.3751
0.570063694,0.79401611,0.455072464,39.9974
0.405750799,0.822,0.380778589,52.0018
1.246575342,0.828600406,0.17870257,15.2235
1.236111111,0.822529224,0.186046512,15.2749
1.222972973,1.05363528,0.167420814,15.6294
0.689530686,0.704016913,0.415915916,31.7246
0.55033557,0.822665268,0.380102041,39.4076
0.568690096,0.68762475,0.454281567,39.1968
1.251612903,0.794318182,0.221745351,12.2792
0.674740484,0.822510823,0.380263158,28.3714
1.155405405,0.828,0.178743961,16.8587
1.393103448,1.05461165,0.166858458,13.2542
0.568690096,0.822,0.380778589,38.6587
1.264705882,0.827735645,0.178010471,15.6347
1.24516129,0.989737742,0.178571429,11.9302
0.741176471,0.815016322,0.340453939,27.6626
1.333333333,0.776155718,0.253918495,21.1494
1.463235294,0.924439197,0.173690932,12.7957
1.201219512,0.667013528,0.255850234,21.4197
1.24691358,0.829268293,0.238235294,21.3785
1.27388535,0.85958486,0.223011364,13.6386
1.288590604,0.66631016,0.239165329,14.4037
1.451851852,0.666321244,0.209953344,14.2278
1.264150943,0.788915094,0.237668161,16.5506
1.222222222,0.694417238,0.203102962,15.9451
1.480519481,0.724260355,0.251633987,12.4711
1.107784431,0.708240535,0.262578616,25.0293
1.157608696,0.674972914,0.295345104,24.2595
1.416666667,0.718969555,0.254071661,13.1642
1.042211904,0.815335913,0.340667242,24.7363
0.569741462,0.687393951,0.454915057,39.4616
1.24870801,0.665170899,0.222190326,13.3474
1.387936943,1.054171705,0.167354898,13.1956
0.747972973,0.950195312,0.380267215,28.649
1.470323065,0.83768696,0.16735823,13.6613
0.569741462,0.950184502,0.380218447,38.5275
1.216358839,0.822479839,0.185807084,14.0636
1.165904637,0.687393951,0.22230289,15.3976
1.431736955,0.822489083,0.185691532,13.256
1.175919732,1.054204062,0.167469475,15.7222
0.705470314,0.828512867,0.412039582,28.1002
1.165904637,0.950184502,0.185800971,15.162
1.067521945,0.828608505,0.178412239,19.3955
0.60949464,0.989264761,0.411987382,32.9662
1.166339227,0.822446734,0.185721236,15.3825
0.746086292,0.818364611,0.357493857,27.6744
1.386994949,0.794140581,0.222191051,12.7351
1.106171201,0.630991159,0.222271386,16.4689
0.728906823,0.818425856,0.357648911,26.9882
1.227516779,0.81843927,0.190952198,15.2157
1.333566434,0.665185032,0.222222222,14.6759
0.65640631,0.815325425,0.340673745,35.4987
0.56759348,0.828605717,0.411981567,39.3116
0.592605634,0.818425392,0.357592546,35.4785
0.540564636,0.828565632,0.411973555,41.4839
1.248618785,0.82848392,0.178434997,15.0951
1.158666667,0.631067053,0.222288085,16.4623
1.333333333,0.989190517,0.178442816,13.4977
0.589712557,0.989272503,0.411940671,33.6689
1.24870801,0.665170899,0.222190326,13.3474
1.24870801,0.989170087,0.178402674,11.8258
1.337787676,0.837565036,0.167349981,15.012
0.668294515,0.818401671,0.357555406,33.4261
0.569745223,0.794154873,0.454940597,39.9974
0.407099456,0.822446734,0.38032109,52.1583
1.248455731,0.828565632,0.17837904,15.2235
1.23852573,0.822411046,0.185716131,15.2233
1.224848076,1.054118488,0.167477101,15.7024
0.688086643,0.703222398,0.416165865,31.8914
0.548809124,0.822492656,0.380229592,39.2898
0.569741462,0.687393951,0.454915057,39.4616
1.24871134,0.79411096,0.222190408,12.3416
0.674394464,0.822530029,0.38021313,28.3716
1.158322057,0.8285,0.178394689,16.8789
1.387207703,1.054247573,0.16737654,13.1597
0.569555484,0.822446734,0.38032109,38.8329
1.258064516,0.828528073,0.178440607,15.6347
1.24870801,0.989170087,0.178402674,11.8258
0.738738739,0.815342764,0.340718003,27.6626
0.768695015,0.751880531,0.401353538,29.1153
1.103703704,0.884619974,0.21850553,23.0555
1.432942708,0.712629983,0.233470132,12.6786
1.378156997,0.964534884,0.176612417,13.4516
1.10342556,0.735805085,0.218543046,16.1082
0.541464989,0.712550607,0.475890663,38.3995
1.103064067,0.895831123,0.170041445,18.6723
0.703227931,0.806811837,0.420207612,28.5008
0.508148544,0.720884327,0.512458927,38.2998
1.104035309,0.754956467,0.220369598,17.2401
1.31061599,0.682671192,0.223132037,13.9958
0.541612903,0.87936126,0.385572139,36.9869
0.643044619,0.735042735,0.432217811,29.3089
1.104042412,0.77905569,0.195415695,16.6237
1.222692037,0.889757535,0.180695276,15.4954
0.675957018,0.746015483,0.454448344,31.4722
0.592903828,0.889655172,0.415116279,33.7799
0.522677596,0.918233653,0.483551328,36.6114
0.616154396,0.975518119,0.347620822,37.3393
0.768742562,0.983123878,0.306915023,26.5517
1.10328068,0.712303332,0.225819728,20.665
1.15874036,0.682681018,0.223018489,16.1299
1.268414482,0.856401593,0.225729181,20.4318
0.625293526,0.92741752,0.365677134,33.3428
0.659641397,0.856013945,0.431577518,32.5023
0.652975983,0.769460416,0.412846673,31.1822
0.534398034,0.896098004,0.412151899,47.3376
0.543130093,0.971300225,0.457219938,35.1441
1.35530303,0.848540777,0.179445351,15.0936
0.576124031,0.746056782,0.454545455,37.5042
1.103532278,0.996114447,0.194089835,21.6293
0.541427661,0.846103966,0.400817473,42.9877
0.567828251,0.896103896,0.412209824,38.619
1.694345025,0.754777803,0.213087248,13.4308
0.615117892,0.913646877,0.347679325,34.0927
0.703219316,0.846066394,0.400698737,28.3398
0.739130435,0.949315398,0.334640688,28.0598
1.053817272,0.655865815,0.232199942,23.4467
1.103614458,0.962738705,0.200774069,24.8897
0.649782923,0.883001954,0.359755304,34.3185
0.608317815,0.994498105,0.396115073,32.1201
1.297643098,0.874047512,0.190384615,13.0528
1.10370836,0.797190784,0.201673216,19.8171
0.768876964,0.880855986,0.342613263,27.4245
